10444,1
10472,1
10473,2
10476,0
10482,1
10491,2
10492,0
10498,2
10499,1
10501,0
10503,1
10519,2
10527,2
10528,1
10536,0
10537,1
10538,2
10540,2
10541,0
10544,1
10549,1
10551,2
10573,1
10596,2
10601,2
10604,2
10608,0
10639,0
10640,1
10644,2
10665,2
10676,2
10679,2
10680,0
